ID	Symbol	OSK_OE_D4	siMyc_D3	OSK_Myc_OE_D4	Myc_OE_D4	siMyc_D7	Myc_inh_D3	siControl_MEF_1	siControl_MEF_2	siControl_D7
ENSMUSG00000081151	Gm11448	24.5123	25.5454	40.758	50.3855	21.2016	10.5511	26.6571	27.9166	24.0918
ENSMUSG00000081152	Gm12430	9.5471	6.3264	9.1827	7.16492	11.9906	5.93843	8.93501	8.11133	9.45286
ENSMUSG00000081153	Gm11401	43.3975	14.7032	7.35459	7.71936	12.7153	29.592	9.93621	8.08755	10.4258
ENSMUSG00000081154	Defa-ps13	0	0	0	0	0	0	0	0	0
ENSMUSG00000081155	Gm12771	0	0	0	0	0	0	0	0	0
ENSMUSG00000081156	Gm14425	0.111504	0	0	0.103131	0	0.148054	0	0.138537	0
ENSMUSG00000081157	Gm13552	58.1978	52.6954	93.5603	90.9487	55.9049	37.9929	36.6532	34.963	41.7011
ENSMUSG00000081158	Gm13521	0	0	0	0	0	0	0	0	0
ENSMUSG00000081159	Gm6023	215.325	21.6207	26.3946	28.9453	15.4859	93.0274	22.4086	24.4055	14.0478
ENSMUSG00000081160	Gm14897	44.8274	26.0404	32.0427	34.8291	28.029	11.7413	39.1929	37.0393	27.3381
ENSMUSG00000081161	Gm12783	0	0	0	0	0	0	0	0	0
ENSMUSG00000081162	Olfr400-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081163	Defa-ps12	0	0	0	0	0	0	0	0	0
ENSMUSG00000081164	Gm8722	49.5407	18.641	30.9606	32.2995	19.3248	16.8177	21.6888	18.1809	20.3545
ENSMUSG00000081165	Gm11783	0.658135	0	0	0	0.137746	0.130883	0.148835	0.162865	0.117126
ENSMUSG00000081166	Gm12819	0	0	0	0	0	0	0	0	0
ENSMUSG00000081167	Gm8880	48.0587	34.9038	38.4948	46.8938	19.0431	23.2319	32.9635	33.672	23.2355
ENSMUSG00000081168	Gm13730	3.13731	1.05697	1.25587	1.68531	0.111538	0.951539	0.502153	0.351674	0.118552
ENSMUSG00000081169	Gm12551	6.65452	5.15384	2.37427	1.14888	13.1878	1.48089	1.21582	2.02226	5.68337
ENSMUSG00000081170	Gm12922	100.919	83.7906	101.393	110.968	51.8905	85.2059	83.9032	81.8472	67.6629
ENSMUSG00000081171	Gm7485	0	0	0	0	0	0	0	0	0
ENSMUSG00000081172	Gm12849	0	0	0	0	0	0	0	0	0
ENSMUSG00000081173	Gm13500	2.56629	0.149439	0.0700513	0.233188	0.0756946	0.191725	0.0817883	0	0
ENSMUSG00000081174	Gm13439	0	0	0	0	0	0	0	0	0
ENSMUSG00000081175	Gm5793	0	0	0	0	0	0	0	0	0
ENSMUSG00000081176	H3f3a-ps2	147.472	102.29	147.858	148.505	104.593	46.242	152.484	160.898	122.855
ENSMUSG00000081177	Gm12509	0	0	0	0	0	0	0	0	0
ENSMUSG00000081179	Gm13136	7.76893	3.18142	7.36511	8.01129	3.79035	2.86455	3.93903	3.59538	2.98141
ENSMUSG00000081180	Gm7212	0	0	0	0	0	0	0	0	0
ENSMUSG00000081181	Gm13353	0	0	0	0	0	0	0	0	0
ENSMUSG00000081182	Gm14935	0	0	0	0	0	0	0	0	0
ENSMUSG00000081183	Gm12449	0	0	0	0	0	0	0	0	0
ENSMUSG00000081184	Gm12685	0	0	0	0	0	0	0	0	0
ENSMUSG00000081185	Gm4852	23.1378	7.48715	13.211	11.5264	11.4396	7.24686	9.08387	10.2101	11.2689
ENSMUSG00000081186	Gm12578	0	0	0	0	0	0	0	0	0
ENSMUSG00000081187	3110067C02Rik	0.843336	0.0482142	0.0678029	0.107478	0.0488434	0.54276	0.0131939	0.0721882	0.14017
ENSMUSG00000081188	Gm14621	0	0	0	0	0.193891	0	0	0	0
ENSMUSG00000081189	Gm12725	0.642835	0	0.123134	0.131165	0.0106443	0.108099	0.028753	0.0125854	0
ENSMUSG00000081191	Gm11271	0.945269	0	0	0	0	0	0	0	0
ENSMUSG00000081194	Gm8424	0	0	0	0	0	0.0757687	0	0.0706776	0
ENSMUSG00000081195	Gm6310	0	0	0	0	0	0	0	0	0
ENSMUSG00000081196	Gm13858	0.38392	0	0	0.088648	0	0.764259	0	0	0
ENSMUSG00000081197	Gm15076	0	0	0	0	0	0	0	0	0
ENSMUSG00000081199	Gm16407	0.699762	1.8465	4.6284	4.80221	6.75495	2.37845	3.29847	3.45583	7.29019
ENSMUSG00000081200	Gm15615	0	0	0	0	0	0	0	0	0
ENSMUSG00000081201	Smt3h2-ps4	174.22	149.967	208.976	329.196	173.464	68.7725	190.972	175.19	165.563
ENSMUSG00000081202	Gm13220	0	0	0	0	0	0	0	0	0
ENSMUSG00000081205	Gm5940	63.1927	18.7757	28.2324	44.6836	11.0394	8.59525	19.0238	20.2039	10.4305
ENSMUSG00000081206	Gm11935	0	0	0	0	0	0	0	0	0
ENSMUSG00000081207	Gm13775	0	0	0	0	0	0	0	0	0
ENSMUSG00000081208	Gm11400	77.9628	43.9616	82.8003	66.642	37.3779	102.531	45.9956	48.021	34.1965
ENSMUSG00000081209	Gm14890	1.23452	0	0	0	0.099639	0.126023	0	0	0.127086
ENSMUSG00000081210	Gm12933	67.7422	40.3899	52.1833	57.4078	27.3918	54.1136	42.2923	42.5624	36.0964
ENSMUSG00000081211	Gm14886	0.0739189	0	0	0	0.0192566	0.0489245	0	0	0
ENSMUSG00000081212	Gm6964	11.9943	4.42345	10.2106	11.6684	3.90405	9.09439	3.19127	5.09768	4.11347
ENSMUSG00000081214	Rpl35a-ps2	305.238	280.187	342.568	405.371	150.487	208.597	269.431	294.168	188.117
ENSMUSG00000081215	Gm11446	0	0	0	0	0	0	0	0	0
ENSMUSG00000081216	Gm6744	0	0	0	0	0	0	0	0	0
ENSMUSG00000081217	Gm15268	0	0	0.298316	0.283725	0.322348	0.402876	0.348298	0	0
ENSMUSG00000081218	Gm4297	0	0	0	0	0	0	0	0	0
ENSMUSG00000081219	Bambi-ps1	0.808698	0.191805	0.337166	0.641351	0.121443	0.613674	0.262439	0.574357	0
ENSMUSG00000081220	Gm14542	0	0	0	0	0	0	0	0	0
ENSMUSG00000081221	Gm14760	130.617	183.965	274.617	302.191	243.275	175.464	273.511	277.792	273.041
ENSMUSG00000081222	Gm15173	16.1521	3.49255	3.74119	4.56182	2.28043	5.49611	2.12801	2.0018	2.20349
ENSMUSG00000081223	Gm12247	3.99172	1.39486	2.00828	2.79846	2.1196	1.65946	2.83553	2.9835	1.86668
ENSMUSG00000081224	Gm2066	0	0	0	0	0	0	0	0	0
ENSMUSG00000081225	Cyp2j12	0.0913965	0.0702167	0	0.0279688	0	0	0	0	0
ENSMUSG00000081226	Gm8802	8.44577	3.63385	4.05574	2.27585	5.21514	4.04896	2.74646	2.12448	6.09274
ENSMUSG00000081227	Gm13082	16.2605	12.8323	22.6185	17.6749	32.1031	20.1828	28.9777	24.9405	25.2755
ENSMUSG00000081228	Gm16089	209.242	158.717	114.651	124.606	137.118	48.7597	117.355	118.819	143.592
ENSMUSG00000081229	Lamr1-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081230	Gm9097	12.3614	0.738796	0.544736	0.720649	0.308765	2.28148	0.653499	0.773899	0.446917
ENSMUSG00000081231	Tcp1-ps1	3.51563	0	0	0	0	0.987714	0	0	0
ENSMUSG00000081232	Gm14373	3.50897	2.24044	11.4962	12.1176	5.77781	4.41789	4.37437	3.8162	4.06078
ENSMUSG00000081233	Gm12857	0.115528	0	0	0	0	0	0	0	0
ENSMUSG00000081234	Olfr1150-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081235	Gm14788	8.58709	0.0440465	1.44101	0.417297	0.278883	2.74818	0.452002	0.109914	0
ENSMUSG00000081236	Gm13574	0	0	0	0	0	0	0	0	0
ENSMUSG00000081237	Gm11385	0	0.086872	0	0	0.110007	0	0	0	0
ENSMUSG00000081238	Gm15836	9.8966	1.4079	2.5336	2.76743	0.988755	3.71714	1.55675	1.69667	1.17206
ENSMUSG00000081239	Gm11836	101.279	178.046	29.8339	34.2483	93.5792	47.4064	101.348	110.846	83.8437
ENSMUSG00000081240	Gm16511	0	0	0	0	0	0	0	0	0
ENSMUSG00000081241	Gm14737	0	0.741139	0	0	0	0.93351	0	0.970955	0
ENSMUSG00000081242	Gm15719	6.13594	2.45789	7.58005	9.75661	4.25916	3.65847	4.83804	3.16356	3.76089
ENSMUSG00000081243	Gm14037	2.58269	0	0	0	0	0	0	0	0
ENSMUSG00000081244	Gm13529	44.7202	9.6919	13.3574	13.1057	9.22604	11.744	14.6703	14.9905	12.9577
ENSMUSG00000081245	Gm6587	0	0	0	0	0	0	0	0	0
ENSMUSG00000081248	Gm13787	0	0	0	0	0	0	0	0	0
ENSMUSG00000081249	Gm11517	13.4568	0.54492	1.07236	0.817455	0.312471	3.88537	0.478303	1.90884	0.813695
ENSMUSG00000081250	Gm15554	0	0	0	0	0	0	0	0	0
ENSMUSG00000081251	Gm12164	195.39	798.165	303.685	392.925	1026.15	752.08	482.639	492.935	644.273
ENSMUSG00000081252	Gm16032	0	0	0	0	0	0	0	0	0
ENSMUSG00000081253	Gm8501	0	0	0	0	0	0	0	0	0
ENSMUSG00000081254	Gm12112	159.845	71.0688	127.961	153.55	83.9034	115.116	158.178	172.98	98.6568
ENSMUSG00000081255	Gm5380	8.17645	6.34929	8.11956	9.152	4.8362	1.90399	2.75647	3.50236	4.25619
ENSMUSG00000081256	Gm15791	0	0	0.381279	0	0	0	0.445162	0	0
ENSMUSG00000081257	Gm13607	1.94028	0	0	0	0	0	0.152239	0	0
ENSMUSG00000081258	Gm14013	35.6813	0	0	0	0	8.15394	0	0.39196	0
ENSMUSG00000081259	Gm6893	4.39769	0	0	0	0	0	0.161514	0	0
ENSMUSG00000081260	Gm13149	0	0	0	0	0	0	0	0	0
ENSMUSG00000081261	Gm15370	0	0	0	0	0.814808	0.995745	0	0	0
ENSMUSG00000081262	Gm12261	8.58845	2.51398	4.75054	9.64885	2.09065	2.2911	4.56643	4.56604	2.20111
ENSMUSG00000081263	Gm14859	61.1527	11.2607	15.5939	18.7335	7.30244	17.6691	13.4781	14.6785	9.87746
ENSMUSG00000081264	Gm14021	0	0	0	0	0	0	0	0	0
ENSMUSG00000081265	Gm11282	0	0	0.107153	0	0	0.0489769	0.0417022	0	0.0492266
ENSMUSG00000081266	Gm15820	0	0	0	0	0	0	0	0.11415	0
ENSMUSG00000081268	Gm14909	0	0	0	0	0	0	0	0	0
ENSMUSG00000081269	Gm14659	0	0	0	0	0	0	0	0	0
ENSMUSG00000081270	Gm11653	0.0556743	0	0	0.0512347	0	0	0	0	0
ENSMUSG00000081271	Gm14883	0	0	0	0	0	0	0	0	0
ENSMUSG00000081272	Gm13509	115.934	130.975	67.65	92.2932	178.536	97.6958	146.203	139.151	184.999
ENSMUSG00000081273	Gm15896	11.3668	0	0	0	0	0.0843005	0.0724134	0.0792398	0
ENSMUSG00000081274	Gm15727	31.8852	3.8853	5.25887	6.93016	2.62558	10.2744	3.96521	4.27954	2.60259
ENSMUSG00000081275	Gm13875	0.817671	0	0	0	0	0	0	0	0
ENSMUSG00000081276	Gm13132	2.76013	0.232528	0.476876	0.259173	0.176672	0.815921	0.254526	0	0.300451
ENSMUSG00000081277	Gm15285	57.9971	18.6942	20.6861	25.1739	18.4805	18.7329	20.9191	17.3765	18.5202
ENSMUSG00000081278	Gm13186	15.2881	0	0.390896	0.743556	0.422387	2.101	0.456391	0	0
ENSMUSG00000081279	Vmn1r-ps2	0	0	0	0	0	0	0	0	0
ENSMUSG00000081280	Gm9516	0	0	0	0	0	0	0	0	0
ENSMUSG00000081281	Gm6274	226.633	98.1663	141.068	149.841	58.0017	85.8028	106.395	108.906	70.0663
ENSMUSG00000081282	Gm13836	0.124172	0.103158	0.120892	0	0.261262	0.824719	0.282294	0.154453	0.333229
ENSMUSG00000081283	Vmn1r-ps104	0	0	0	0	0	0	0	0	0
ENSMUSG00000081284	Gm13673	0	0	0	0	0	0	0	0	0
ENSMUSG00000081285	Gm18859	8.28417	3.57721	6.02671	7.2146	5.2172	8.20343	5.24068	6.00877	5.60345
ENSMUSG00000081286	Gm14995	0	0	0	0	0	0	0	0	0
ENSMUSG00000081287	Olfr333-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081288	Gm11386	0	0	0	0	0	0	0	0	0
ENSMUSG00000081289	Gm14857	13.1537	4.75496	11.123	16.8988	5.42619	6.4865	4.67857	4.84188	4.93351
ENSMUSG00000081290	Gm12520	0	0	0	0	0	0	0	0	0
ENSMUSG00000081291	Gm14738	0.0695698	0.00405105	0.13849	0.036122	0.0102598	0.0204174	0.0487773	0.0181962	0.0610678
ENSMUSG00000081292	Gm15018	0	0	0	0	0	0	0	0	0
ENSMUSG00000081293	Gm11673	0	0	0	0	0	0	0.404802	0.442963	0
ENSMUSG00000081295	Gm6275	9.27584	4.67289	5.0041	6.75738	6.93757	6.72771	5.09843	4.07121	5.07493
ENSMUSG00000081296	Gm12203	0	0	0	0	0	0	0	0	0
ENSMUSG00000081297	Gm12209	0	0	0	0	0	0	0	0	0
ENSMUSG00000081298	Gm14622	0	0	0	0	0	0	0	0	0
ENSMUSG00000081299	Gm13603	0	0	0	0	0	0	0	0	0
ENSMUSG00000081300	Gm14587	0	0	0	0	0	0	0	0	0
ENSMUSG00000081301	Gm15951	0	0	0	0	0	0	0	0	0
ENSMUSG00000081302	Gm12020	26.6657	5.32975	26.3013	31.9585	3.80036	8.66758	4.50457	5.01939	3.01532
ENSMUSG00000081303	Gm16011	0.328169	0.0600094	0.140651	0.0167214	0.294464	0	0.0205271	0.0224621	0.0969232
ENSMUSG00000081304	Gm11509	0	0	0	0	0	0	0	0	0
ENSMUSG00000081305	Gm12879	0.00763746	0.00945041	0	0	0	0.0075893	0.00646529	0	0
ENSMUSG00000081306	Gm15266	0	0	0	0	0	0	0	0	0
ENSMUSG00000081307	Gm13627	0	0	0	0	0	0	0	0	0
ENSMUSG00000081308	Gm14480	35.0452	0	0.191856	0.182473	0	4.95301	0.224001	0.245118	0
ENSMUSG00000081309	Gm12397	13.0913	6.01706	16.2484	20.4835	8.99041	11.7765	13.0187	8.6692	4.97203
ENSMUSG00000081310	Gm14054	0	0	0	0	0	0	0	0	0
ENSMUSG00000081311	Gm12197	0.0307498	0	0.216735	0.0286298	0	0.0760092	0.135562	0	0
ENSMUSG00000081312	Gm14520	0	0	0	0	0	0	0	0	0
ENSMUSG00000081313	Gm14213	0	0	0	0	0	0	0	0	0
ENSMUSG00000081314	Gm14132	0.739516	0.304575	0.799529	0.755899	0.262267	0.80301	0.333389	0.437781	0.728055
ENSMUSG00000081315	Olfr621-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081316	Gm16205	0.272282	0.539484	0.948335	1.1692	0.313113	0.649541	0.615127	1.04333	0.94395
ENSMUSG00000081317	Gm12757	0.131603	0	0	0	0	0.224399	0	0	0
ENSMUSG00000081318	Rpl36-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081319	Gm12936	15.2308	4.69474	5.48692	6.7318	2.46638	4.78155	6.25	3.60007	3.5044
ENSMUSG00000081320	Gm15034	0	0	0	0	0	0	0	0	0
ENSMUSG00000081321	Gm15304	0.0772643	0.0126151	0.016262	0.0379636	0.0654959	0.107553	0.0604122	0.0472194	0.0163
ENSMUSG00000081323	Rpl7l1-ps1	5.21196	0.961536	1.59982	2.22282	1.45812	2.18757	0.877085	1.65293	1.32293
ENSMUSG00000081324	Gm14550	0	0	0	0	0	0	0	0	0
ENSMUSG00000081325	Gm12599	13.6081	11.2926	15.6882	17.2166	11.19	11.8657	15.5403	13.3849	10.6742
ENSMUSG00000081326	Gm14417	0.0675106	0	0.0124564	0	0.00897324	0.00975217	0	0	0
ENSMUSG00000081327	Gm11819	0	0	0	0	0	0	0	0	0
ENSMUSG00000081328	Olfr1001-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081329	Gm12492	15.191	0.448276	0.363695	0.576511	0.392994	5.78914	0.424631	1.29073	0.835414
ENSMUSG00000081330	Gm13013	0	0	0.137018	0	0.296111	0	0	0	0
ENSMUSG00000081331	Gm15151	79.4956	3.62379	0	4.03903	1.01974	4.07865	1.65276	0	0
ENSMUSG00000081332	Gm12664	4.09837	0.26114	0.275428	0.116425	0.518073	1.08942	0.321576	0.312792	0.0843552
ENSMUSG00000081333	Gm12307	0	0	0	0	0	0.154217	0	0	0
ENSMUSG00000081334	Vmn1r-ps94	0	0	0	0	0	0	0	0	0
ENSMUSG00000081335	Gm15786	2.09585	0	0.981047	0.678593	0.35336	0.202128	0.0694194	0	0.0819449
ENSMUSG00000081336	Gm15073	0	0	0	0	0	0	0	0	0
ENSMUSG00000081339	Gm16044	0.182248	0.152207	0	0.169648	0	0.242554	0.208258	0	0
ENSMUSG00000081340	Gm12275	0.422575	0	0	0.803626	0	1.13349	0	0.539761	0
ENSMUSG00000081341	Gm14891	0	0	0	0	0	0	0	0	0
ENSMUSG00000081342	Gm11434	5.11518	1.61822	2.25518	1.65741	1.77226	1.96016	1.79525	1.83352	2.11917
ENSMUSG00000081343	Gm16071	14.9566	2.82856	5.80833	6.2106	2.31419	4.04753	3.10673	2.95834	2.56475
ENSMUSG00000081344	Gm14303	2708.99	4818.45	6679.27	8144.91	3410.16	3158.27	5768.26	5803.79	5731.5
ENSMUSG00000081345	Olfr1159-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081346	Gm12030	0	0	0	0	0	0	0	0	0
ENSMUSG00000081347	Gm14702	0.0463154	0	0.0226715	0.0215626	0.0217759	0.140419	0	0	0
ENSMUSG00000081348	Gm13878	0	0	0	0	0	0.159614	0	0	0
ENSMUSG00000081349	Gm15041	0	0	0	0	0	0	0	0	0
ENSMUSG00000081350	Gm5388	18.8758	13.1439	8.09332	8.33706	11.6006	21.3671	12.6915	13.2714	7.17998
ENSMUSG00000081352	Gm12389	21.1244	77.0009	38.4384	55.9128	64.4125	39.1632	58.7983	55.1496	68.8408
ENSMUSG00000081353	Gm13818	0	0	0	0	0.153922	0.388216	0	0	0
ENSMUSG00000081354	Gm14894	6.38606	3.29853	3.23153	3.07348	4.22117	3.51979	7.11611	5.67035	7.23027
ENSMUSG00000081355	Gm15264	4.9643	2.3802	4.11065	0.837773	3.9659	0.200002	0.599924	0.937826	2.93384
ENSMUSG00000081357	Xlr4e-ps	0.0252383	0.0418465	0.0245201	0.116604	0.105982	0	0.18513	0.0626543	0.0337939
ENSMUSG00000081358	Gm14746	0.0834658	0.138173	0.242888	1.41172	0.17497	0.442893	0.378111	0.517194	0.446334
ENSMUSG00000081359	Cox20-ps	33.5516	37.6756	9.48235	18.6008	40.985	15.609	44.6304	35.5872	43.6984
ENSMUSG00000081360	Gm11718	0	0	0	0	0	0	0	0	0
ENSMUSG00000081361	Gm11813	0	0	0	0	0	0	0	0	0
ENSMUSG00000081362	Cyp2j7-ps	0.119644	0	0	0	0	0	0	0	0
ENSMUSG00000081363	Gm11500	0.0126191	0	0	0	0	0.0382853	0	0	0
ENSMUSG00000081364	Gm8595	0	0	0	0	0	0	0	0	0
ENSMUSG00000081365	Gm15031	0	0	0	0	0	0	0	0	0
ENSMUSG00000081367	Gm13265	0	0	0	0	0	0	0	0	0
ENSMUSG00000081369	Gm11896	0.436557	0.0601663	0.0705092	0.0670607	0	0.192973	0	0	0.194353
ENSMUSG00000081370	Gm9105	12.724	5.54847	6.36328	6.14402	9.04381	7.03485	7.04845	5.71326	7.87047
ENSMUSG00000081372	Gm16171	0	0.312445	0.365855	1.04474	0	4.56191e-38	0.854877	0.467805	0
ENSMUSG00000081373	Gm16436	10.9813	1.42243	3.1946	3.68346	0.923668	1.023	1.28729	1.22083	0.872065
ENSMUSG00000081374	Gm15011	0	0	0.0339204	0	0	0	0	0	0
ENSMUSG00000081375	Gm14686	18.9377	3.96431e-65	3.35041e-123	6.85377e-148	3.84789e-44	7.25211	1.00999e-125	4.1828e-131	2.17678e-166
ENSMUSG00000081376	Gm11694	689.086	1.27459	1.4937	0	4.84208	305.911	0	12.8815	0
ENSMUSG00000081377	Gm12877	0	0	0	0	0	0	0	0	0
ENSMUSG00000081378	Rps13-ps4	253.038	190.183	244.816	282.913	110.868	153.115	192.541	197.998	137.138
ENSMUSG00000081379	Gm14771	0	0	0	0	0	0	0	0	0
ENSMUSG00000081381	Gm5752	0.0957797	0	0	0	0	0	0	0	0
ENSMUSG00000081382	Rpl18-ps1	294.621	337.209	502.615	523.174	229.016	481.61	404.248	407.943	304.48
ENSMUSG00000081383	Gm5742	0	0	0	0	0	0	0	0	0.400579
ENSMUSG00000081384	Gm12752	0	0	0	0	0	0	0	0	0
ENSMUSG00000081386	Gm15160	0	0	0	0	0	0	0	0	0
ENSMUSG00000081388	Gm11801	0	0	0	0	0	0	0	0	0
ENSMUSG00000081389	Gm13368	11.3258	0	0	0	0	0	0	0	0
ENSMUSG00000081390	Gm14538	14.1272	3.32318	4.81986	2.64046	3.79153	5.84146	4.43441	4.82781	3.08225
ENSMUSG00000081391	Gm11765	0.00895434	0	0	0	0	0.0148293	0	0	0
ENSMUSG00000081392	Gm11668	0	0	0	0	0	0	0	0	0
ENSMUSG00000081394	Gm13215	138.841	8.00594	11.3851	13.4044	5.65055	46.739	8.93069	9.42443	7.53756
ENSMUSG00000081395	Gm14879	0	0	0	0	0	0	0	0	0
ENSMUSG00000081396	Gm15132	0	0	0	0	0	0	0	0	0
ENSMUSG00000081397	Gm14815	0	0	0	0	0	0	0	0	0
ENSMUSG00000081398	Gm7657	0	0	0.282673	0	0	0	0	0	0
ENSMUSG00000081399	Gm14921	0.0668461	0	0	0	0	0	0	0	0
ENSMUSG00000081400	Gm13680	478.45	202.228	332.959	355.144	115.88	244.23	252.973	266.234	163.406
ENSMUSG00000081401	Gm14889	0	0	0	0.510332	0	0.233126	0	1.37107	0
ENSMUSG00000081402	Gm15455	6.11623	2.70987	5.46976	6.56679	3.30921	2.82594	3.19705	3.38813	3.47328
ENSMUSG00000081403	Gm14658	0	0	0	0	0	0	0	0	0
ENSMUSG00000081404	Gm15694	3.43157	4.31585	5.85635	4.05086	2.0135	2.84102	0	0.680196	1.46751
ENSMUSG00000081405	Gm13142	6.635	2.33179	4.66644	2.97309	3.70548	2.20671	3.05089	3.75027	4.3202
ENSMUSG00000081406	Rps6-ps4	753.463	687.221	1006.51	1124.79	441.944	562.533	726.575	753.24	542.354
ENSMUSG00000081407	Gm14568	0	0	0	0	0	0.63764	0	0	0
ENSMUSG00000081408	Gm15047	0	0	0	0	0	0	0	0	0
ENSMUSG00000081409	Gm8215	0.171061	0	0	0	0	0	0	0	0
ENSMUSG00000081410	Gm6797	0.0161719	0	0	0	0	0	0	0	0
ENSMUSG00000081412	Gm15403	0	0	0	0	0	0	0	0	0
ENSMUSG00000081413	Gm14088	54.1108	0	0	0	0.670651	0	0	0	0
ENSMUSG00000081414	Gm3943	0	0	0	0	0	0	0	0	0
ENSMUSG00000081415	Gm15176	0	0	0	0	0	0	0	0	0
ENSMUSG00000081416	Gm14383	34.2696	0.649865	1.30045	1.61328	0.654605	4.661	1.41461	1.44476	1.00191
ENSMUSG00000081417	Gm15603	0.41509	1.08072	0.911885	0.674555	0.656897	4.69166	1.00552	1.03559	0.488744
ENSMUSG00000081418	Gm14830	60.5006	28.2914	29.6464	32.2841	30.2813	19.2448	24.885	24.3173	24.4187
ENSMUSG00000081420	Olfr29-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081421	Gm13445	6.76824	0	0	0	0	0	0	0	0
ENSMUSG00000081422	Gm14282	0	0	0	0	0	0	0	0	0
ENSMUSG00000081423	Gm12882	0.239839	0	0.0931195	0.0885652	0	0	0	0.0594854	0
ENSMUSG00000081424	Gm14774	0	0	0	0	0	0	0	0	0
ENSMUSG00000081426	Gm15714	0	0	0	0	0	0	0.915452	0	0
ENSMUSG00000081427	Gm12382	0	0	0	0	0	0	0	0	0
ENSMUSG00000081428	Tpt1-ps2	0.353534	0.039222	0.0459645	0	0	0.266268	0	0.0587248	0
ENSMUSG00000081429	Gm11603	45.7312	0.588124	1.10276	1.70434	0	1.48794	0.804704	0.880563	0.569939
ENSMUSG00000081431	Gm15483	140.999	94.406	125.76	141.149	58.2785	91.9293	97.8998	103.378	70.3779
ENSMUSG00000081432	Gm12593	0	0	0	0	0	0	0	0	0
ENSMUSG00000081433	Serpinb1-ps1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081434	Gm14165	158.142	113.473	202.794	194.382	86.1748	214.28	129.715	135.334	121.112
ENSMUSG00000081435	Gm11403	0	0	0	0	0	0	0	0	0
ENSMUSG00000081436	Gm5912	2.1064	1.34699	2.08719	2.15192	2.89339	2.16462	1.18773	1.97195	3.19084
ENSMUSG00000081437	Gm12402	0	0	0.33894	0	0	0	0	0	0
ENSMUSG00000081438	Gm11254	0	0	0	0	0	0	0	0	0
ENSMUSG00000081439	Gm7840	0	0	0	0	0	0	0	0	0
ENSMUSG00000081440	Gm12464	0.00290496	0	0	0	0	0	0	0	0
ENSMUSG00000081441	Gm6161	50.1481	13.2452	24.5417	36.8931	9.52624	7.4097	15.9582	16.82	9.05522
ENSMUSG00000081442	Gm14682	0	0	0	0	0	0	0	0	0
ENSMUSG00000081443	Gm3880	0	0	0	0	0.812639	0	0	0	0
ENSMUSG00000081444	Gm15803	0.943453	0.593845	0.231976	0	0	0	0	0	0.319713
ENSMUSG00000081445	Rpl23a-ps4	0.0255165	0	0	0	0	0	0	0	0
ENSMUSG00000081446	Gm14068	0	0	0	0	0	0	0	0	0
ENSMUSG00000081447	Gm13870	0.157237	0	0	0	0	0.0138456	0	0	0
ENSMUSG00000081448	Gm13086	0.256709	0.238196	0.235896	0.37954	0.793163	0.231982	0.720683	0.582675	0.693578
ENSMUSG00000081449	Gm11432	0	0	0	0	0	0	0	0	0
ENSMUSG00000081450	Gm11700	0	0	0	0	0	0	0	0	0
ENSMUSG00000081451	Gm12734	26.6259	20.2678	41.7894	37.0003	17.6003	11.4985	15.9309	16.6505	15.7515
ENSMUSG00000081452	Gm14761	0	0	0	0	0	0	0	0	0
ENSMUSG00000081453	Gm6767	445.425	143.735	238.253	234.881	103.368	272.445	191.683	195.48	119.983
ENSMUSG00000081455	Hmgb1-ps3	67.8242	18.3895	32.8099	65.7849	14.5198	16.9592	28.914	28.8938	14.4404
ENSMUSG00000081456	Gm7781	10.3097	1.67181	3.96801	3.77394	1.60788	1.98486	1.53463	1.66346	2.18751
ENSMUSG00000081457	Gm13488	0	0	0	0	0	0	0	3.45327	0
ENSMUSG00000081458	Gm14796	0	0	0	0	0	0	0	0	0
ENSMUSG00000081459	Llph-ps1	43.322	19.4177	43.0226	44.9013	27.9187	12.207	15.3138	15.2432	15.9534
ENSMUSG00000081460	Gm13168	0.980954	1.23765	1.81512	1.43593	2.32796	3.99007	1.28145	2.47074	2.09716
ENSMUSG00000081461	Rpl30-ps11	105.912	57.9719	70.9644	92.4175	31.5645	40.8187	54.6284	59.0499	38.4995
ENSMUSG00000081463	Gm15049	0	0	0	0	0	0	0	0	0
ENSMUSG00000081464	Gm14732	0	0	0	0	0	0	0	0	0
ENSMUSG00000081465	Gm12884	0	0	0	0	0	0	0	0	0
ENSMUSG00000081466	Gm14912	0	0	0	0	0	0.00630361	0	0.0352229	0
ENSMUSG00000081467	Gm13337	12.0651	8.87892	10.0576	12.4105	1.74077	5.20914	5.04603	5.95921	1.1441
ENSMUSG00000081469	Vmn1r-ps95	0	0	0	0	0	0	0	0	0
ENSMUSG00000081470	Gm14131	18.4943	7.53042	18.1988	23.0113	7.30019	7.96727	9.51476	9.27883	8.72916
ENSMUSG00000081471	Gm14735	0	0	0	0	0	0	0.0174906	0	0
