Gene ID	Symbol	MEF	Day2	Day4	Day6	Day8	IPS
ENSMUSG00000094727	Gm2825	0.00209276	0	0	0	0	0
ENSMUSG00000094728	AC132444.2	0	0	0	0	0	0
ENSMUSG00000094729	Gm20747	0	0	0	0	0	0
ENSMUSG00000094730	Gm26178	0	0	0	0	0	0
ENSMUSG00000094731	Gm9969	0	0	0	0	0	0
ENSMUSG00000094732	1500015L24Rik	0	0	0	0	0	0
ENSMUSG00000094733	Gm5416	0	0	0	0	0	0
ENSMUSG00000094734	Olfr799	0	0	0	0	0	0
ENSMUSG00000094735	Vmn1r95	0	0	0	0	0	0
ENSMUSG00000094736	Gm4073	0	0	0	0	0	0
ENSMUSG00000094737	Gm17045	14.2813	12.2658	16.7094	16.6328	14.0042	7.4577
ENSMUSG00000094738	Gm26177	0	0	0	0	0	0
ENSMUSG00000094739	Gm20806	0	0.00881729	0	0	0	0
ENSMUSG00000094740	Gm17449	0	0	0	0	0	0
ENSMUSG00000094741	GM16522	0	0	0	0	0	0
ENSMUSG00000094742	Gm21257	0	0	0	0	0	0
ENSMUSG00000094743	Mup-ps7	0	0	0	0	0	0
ENSMUSG00000094744	Gm20860	0	0.00881729	0	0	0	0
ENSMUSG00000094745	Olfr954	0	0	0	0	0	0
ENSMUSG00000094746	Gm20916	0	0.0639694	0	0	0	0
ENSMUSG00000094747	Olfr1307	0	0	0	0	0	0
ENSMUSG00000094748	Gm8677	0	0	0	0	0	0
ENSMUSG00000094749	Igkv2-109	0	0	0	0	0	0
ENSMUSG00000094750	Gm25019	0	0	0	0	0	0
ENSMUSG00000094752	Vmn2r-ps129	0	0	0	0	0	0
ENSMUSG00000094753	Gm25017	0	0	0	0	0	0
ENSMUSG00000094754	Gm25020	0	0	0	0	0	0
ENSMUSG00000094755	Olfr1453	0	0	0	0	0	0
ENSMUSG00000094757	Gm4498	0	0	0	0	0	0
ENSMUSG00000094758	Trav13d-2	0	0	0	0	0	0
ENSMUSG00000094759	Gm10487	0	0	0	0	0	0
ENSMUSG00000094761	Gm21462	0	0	0	0	0	0
ENSMUSG00000094762	Gm10670	0	0	0	0	0	0
ENSMUSG00000094763	Gm1647	0	0	0	0	0	0
ENSMUSG00000094764	Olfr346	0	0	0	0	0	0
ENSMUSG00000094765	Gm25523	0	0	0	0	0	0
ENSMUSG00000094766	Trav7-4	0	0	0	0	0	0
ENSMUSG00000094767	Gm8402	0	0	0	0	0	0
ENSMUSG00000094768	Gm25524	0	0	0	0	0	0
ENSMUSG00000094769	Igkv2-116	0	0	0	0	0	0
ENSMUSG00000094770	Trgj2	0	0	0	0	0	0
ENSMUSG00000094771	Gm23860	0	0	0	0	0	0
ENSMUSG00000094772	Rpl29-ps2	28.1951	33.0932	24.805	25.6265	27.0085	68.8344
ENSMUSG00000094773	Gm21812	0	0	0	0	0	0
ENSMUSG00000094774	Mir669a-11	0	0	0	0	0	0
ENSMUSG00000094775	Gm2759	0	0	0	0	0	0
ENSMUSG00000094777	Hist1h2ap	3.44232	7.72857	14.5517	3.23423	1.59545	118.876
ENSMUSG00000094778	Olfr143	0	0	0	0	0	0
ENSMUSG00000094779	Trav13n-2	0	0	0	0	0	0
ENSMUSG00000094780	Gm24659	0	0	0	0	0	0
ENSMUSG00000094781	Gm21524	0	0	0	0	0	0
ENSMUSG00000094782	Gm21256	0	0	0	0	0	0
ENSMUSG00000094784	Gm8122	0	0	0	0	0	0
ENSMUSG00000094785	Gm24661	0	0	0	0	0	0
ENSMUSG00000094786	Gm14403	3.93094	3.84308	6.50666	1.65507	1.05067	5.10396
ENSMUSG00000094787	Ighv1-54	0	0	0	0	0	0
ENSMUSG00000094788	Gm21654	0	0	0	0	0	0
ENSMUSG00000094789	1700040F15Rik	0	0	0	0	0	0
ENSMUSG00000094790	Gm6625	0	0	0	0	0	0
ENSMUSG00000094791	AC126035.1	0	0	0	0	0	0
ENSMUSG00000094792	Trav10d	0	0	0	0	0	0
ENSMUSG00000094793	Mup12	0	0.00965446	0	0	0	0
ENSMUSG00000094794	Gm6019	0	0	0	0	0	0
ENSMUSG00000094796	BC147527	5.90937	0	0.245403	0.694561	0.483	0
ENSMUSG00000094797	Igkv6-15	0	0	0	0	0	0
ENSMUSG00000094798	Vmn1r2	0	0	0	0.0492316	0	0
ENSMUSG00000094799	AC125149.3	0	0	0	0	0	0
ENSMUSG00000094800	Gm9780	145.163	191.141	81.6185	45.0127	59.8066	4.89976
ENSMUSG00000094802	Samt1	0	0	0	0	0	0
ENSMUSG00000094803	Gm26072	0	0	0	0	0	0
ENSMUSG00000094804	Gm21977	0	0	0	0	0	0
ENSMUSG00000094805	Olfr311	0	0	0	0	0	0
ENSMUSG00000094806	Cyp2d10	0	0	0	0	0	0
ENSMUSG00000094807	Gm24975	0	0	0	0	0	0
ENSMUSG00000094808	1810009J06Rik	0	0	0	0	0	0
ENSMUSG00000094809	Gm20435	0	0	0	0	0	0.0756761
ENSMUSG00000094810	Olfr907	0	0	0	0	0	0
ENSMUSG00000094811	Gm21103	0.00187601	0.0105105	0.00287886	0	0.0193355	0.0373362
ENSMUSG00000094812	Gm22614	1.61227	0	0	0	0.638347	5.64835
ENSMUSG00000094813	Gm20777	0	0	0	0	0	0
ENSMUSG00000094814	Gm21973	0	0	0	0	0	0
ENSMUSG00000094815	Gm22615	0	0	0	0	0	0
ENSMUSG00000094816	Gm20933	0	0.00881729	0.00916827	0	0	0
ENSMUSG00000094817	Cphx3	0	0	0	0.0410515	0	0.387811
ENSMUSG00000094818	Gm15308	0	0	0	0	0	0
ENSMUSG00000094819	Olfr53	0	0	0	0	0	0
ENSMUSG00000094820	Gm23805	0	0	0	0	14.6831	0
ENSMUSG00000094821	Gm21518	0.0393232	0.0521383	0	0	0	0
ENSMUSG00000094822	Olfr243	0	0	0	0.0712156	0	0
ENSMUSG00000094823	n-R5s166	0	0	0	0	0	0
ENSMUSG00000094824	Gm23803	0	0	0	0	0	0
ENSMUSG00000094825	Gm3194	0.119659	0.179309	0.0583087	0.0414373	0.119853	0.287539
ENSMUSG00000094826	Gm23804	14.0753	3.91185	7.29287	10.8332	12.907	5.41997
ENSMUSG00000094827	Gm5327	0	0	0	0	0	0
ENSMUSG00000094828	Trav3-3	0	0	0	0	0	0
ENSMUSG00000094829	Gm21809	0	0	0	0	0	0
ENSMUSG00000094830	n-R5s194	0	0	0	0	0	0
ENSMUSG00000094831	Gm25474	0	0	0	0	0	0
ENSMUSG00000094832	Gm21846	0	0	0	0	0	0
ENSMUSG00000094833	Gm25473	0	0	0	0	0	0
ENSMUSG00000094834	Gm25472	0	0	0	0	0	0
ENSMUSG00000094835	Gm21878	0	0	0	0	0	0
ENSMUSG00000094836	GM6367	0	0	0	0	0	0
ENSMUSG00000094837	Gm25471	0	0	0	0	0	0
ENSMUSG00000094838	Gm20828	0	0	0	0	0	0
ENSMUSG00000094839	Gm20913	0	0.00881729	0	0	0	0
ENSMUSG00000094840	A630081J09Rik	0	0	0.0454655	0	0	0.221477
ENSMUSG00000094841	Gm10610	0	0	0	0	0	0
ENSMUSG00000094842	Gm22639	0	0	0	0	0	0
ENSMUSG00000094843	Ppp1r2-ps1	0.672961	0.449319	0.351432	1.44802	0.61422	0.83208
ENSMUSG00000094844	Gm20796	0	0	0	0	0	0
ENSMUSG00000094845	Tmem95	0	0	0	0	0	0.221244
ENSMUSG00000094846	Olfr1487	0	0	0	0	0	0
ENSMUSG00000094847	Gm22640	0	0	0	0	0	0
ENSMUSG00000094848	Gm22638	0	0	0	0	0	0
ENSMUSG00000094849	Vmn2r-ps18	0	0	0	0	0	0.397068
ENSMUSG00000094850	Gm24319	0	0	0	0	0	0
ENSMUSG00000094852	Gm9034	0.257994	0.217747	0.333441	0.137367	0.0291479	0.717632
ENSMUSG00000094853	Gm20799	0	0.0264519	0	0	0	0
ENSMUSG00000094854	Gm5334	0	0	0	0	0	0
ENSMUSG00000094855	AC133095.1	0	0	0	0	0	0
ENSMUSG00000094856	Gm21962	0	0	0	0	0	0
ENSMUSG00000094857	Gm20863	0	0	0	0	0	0
ENSMUSG00000094858	Olfr1297	0	0	0	0	0	0
ENSMUSG00000094860	Gm3763	0.00210113	0	0	0	0	0
ENSMUSG00000094861	Gm5072	0	0	0	0	0	0
ENSMUSG00000094862	Ighv1-56	0	0	0	0	0	0
ENSMUSG00000094864	Gm17521	0	0	0	0	0	0
ENSMUSG00000094865	Gm7426	0	0	0	0.167717	0	0
ENSMUSG00000094866	Gm25947	0	0	0	0	0	0
ENSMUSG00000094867	Gm21900	0	0	0	0	0	0
ENSMUSG00000094868	Dlx6os2	0.0633416	0	0	0.0929736	0	0
ENSMUSG00000094869	Gm21679	0	0	0	0	0	0
ENSMUSG00000094870	Zfp131	11.2766	12.1933	11.3978	9.24077	8.49156	10.9562
ENSMUSG00000094872	Igkv9-120	0	0	0	0	0	0
ENSMUSG00000094873	Gm13812	0.743468	0.752659	1.16319	0.296203	0.260237	1.2311
ENSMUSG00000094874	AC132444.3	0	0	0	0	0	0
ENSMUSG00000094875	Gm23151	0	0	0	0	0	0
ENSMUSG00000094876	Gm14345	0.00208091	0	0	0	0	0
ENSMUSG00000094877	Trav3n-3	0	0	0	0	0	0
ENSMUSG00000094878	Olfr130	0	0	0	0	0	0
ENSMUSG00000094879	Vmn1r129	0	0	0	0	0	0
ENSMUSG00000094880	Gm11109	0	0	0	0	0	0
ENSMUSG00000094881	Gm6026	0	0	0	0	0	0
ENSMUSG00000094882	Gm21867	0	0	0	0	0	0
ENSMUSG00000094883	Gm25121	0	0	0	0	0	0
ENSMUSG00000094884	Olfr105-ps	0	0	0	0	0	0
ENSMUSG00000094885	Ott	0	0	0	0	0	0.0249184
ENSMUSG00000094886	Gm10784	0	0	0	0	0	0
ENSMUSG00000094887	C87414	0	0	0	0	0	0
ENSMUSG00000094888	Gm25120	0	0	0	0	0	0
ENSMUSG00000094889	Gm25119	0	0	0	0	0	0
ENSMUSG00000094890	Gm22285	0	0	0	0	0	0
ENSMUSG00000094891	Olfr55	0	0	0	0	0	0
ENSMUSG00000094892	Vmn2r101	0	0	0	0	0	0
ENSMUSG00000094893	Gm4791	0	0	0	0	0	0
ENSMUSG00000094894	Mir465b-1	0	0	0	0	0	0
ENSMUSG00000094895	Gm22286	0	0	0	0	0	0
ENSMUSG00000094896	Gm22287	0	0	0	0	0	0
ENSMUSG00000094897	Gm22288	86.1808	55.8889	46.8733	94.3506	138.021	80.0133
ENSMUSG00000094898	Vmn1r201	0	0	0	0	0	0
ENSMUSG00000094899	Mir669a-7	0	0	0	0	0	0
ENSMUSG00000094900	Chdc2	0	0	0	0	0	0
ENSMUSG00000094901	Gm23576	0	0	0	0	0	0
ENSMUSG00000094902	Igkv10-95	0	0	0	0	0	0
ENSMUSG00000094903	Gm23575	0	0	0	0	0	0
ENSMUSG00000094904	Gm14476	0	0	0	0	0	0
ENSMUSG00000094905	Vmn1r155	0	0	0.0116474	0	0	0
ENSMUSG00000094906	Gm23573	0	0	0	0	0	0
ENSMUSG00000094908	Gm20936	0	0	0	0	0	0
ENSMUSG00000094909	Gm21287	0	0	0	0	0	0
ENSMUSG00000094910	D430019H16Rik	0.315563	0.208378	0.343324	0.154353	0.134209	0.227253
ENSMUSG00000094911	Gm21921	0	0	0	0	0	0
ENSMUSG00000094912	Gm26392	0	0	0	0	0	0
ENSMUSG00000094913	Gm9507	0	0	0	0	0	0
ENSMUSG00000094914	Trav9d-2	0	0	0	0	0	0
ENSMUSG00000094915	AC168977.2	0	0	0	0	0	0
ENSMUSG00000094917	Gm26390	0	0	0	0	0	0
ENSMUSG00000094918	Gm8765	0	0	0	0	0	0
ENSMUSG00000094919	Gm26389	0	0	0	0	0	0
ENSMUSG00000094920	Gm6605	0.0179979	0	0	0	0	0
ENSMUSG00000094921	Vmn2r112	0	0	0	0	0	0
ENSMUSG00000094922	Gm24759	0	0	0	0	0	0
ENSMUSG00000094923	Gm24760	0	0	0	0	0	0
ENSMUSG00000094924	Cr2	0	0	0	0	0	0
ENSMUSG00000094925	Gm5798	0	0	0	0	0	0
ENSMUSG00000094926	Gm16533	0	0	0	0	0	0
ENSMUSG00000094927	Gm24761	0	0	0	0	0	0
ENSMUSG00000094928	1700122O11Rik	0	0	0	0	0	0.129381
ENSMUSG00000094929	Gm3526	0.0491857	0.0479284	0.0176067	0.0482795	0.116397	0.155088
ENSMUSG00000094930	Igkv6-25	0	0	0	0	0	0
ENSMUSG00000094931	Vmn1r160	0	0	0	0	0	0
ENSMUSG00000094932	Gm2007	12.2492	19.1349	11.9248	10.6026	10.6472	4.05563
ENSMUSG00000094933	Mir683-2	0	0	0	0	0	0
ENSMUSG00000094934	Vmn1r163	0	0	0	0	0	0
ENSMUSG00000094935	Gm9726	3.35674	2.79391	1.89273	2.18006	1.69362	1.86323
ENSMUSG00000094936	Rbm4	6.24957	10.7667	14.2349	14.5432	17.2522	10.3139
ENSMUSG00000094937	Gm23770	0	0	0	0	0	0
ENSMUSG00000094938	Gm23092	14.6345	50.8081	48.9262	53.9146	256.954	101.555
ENSMUSG00000094939	Gm21773	0	0	0	0	0	0
ENSMUSG00000094940	Ighv1-84	0	0	0	0	0	0.466406
ENSMUSG00000094941	Gm15093	0	0	0	0	0	0.0250001
ENSMUSG00000094942	Gm3604	1.5362	1.08289	1.52536	0.872781	1.01178	4.08119
ENSMUSG00000094943	Gm25753	0	0	0	0	0	0
ENSMUSG00000094944	Olfr772	0	0	0	0	0	0
ENSMUSG00000094945	Gm21098	0	0	0	0	0	0
ENSMUSG00000094946	Gm25754	0	0	0	0	0	1.78159
ENSMUSG00000094947	Gm3944	0	0	0.252013	0	0	0.597248
ENSMUSG00000094948	Gm21286	0	0	0	0	0	0
ENSMUSG00000094949	Olfr50	0	0	0	0	0	0
ENSMUSG00000094950	Vmn2r66	0	0	0	0	0	0
ENSMUSG00000094951	Ighv5-6	0	0	0	0	0	0
ENSMUSG00000094952	Mir3070b	0	0	0	0	0	0
ENSMUSG00000094953	Gm21826	0	0	0	0	0	0
ENSMUSG00000094954	Gm8011	0	0	0	0	0	0
ENSMUSG00000094955	Gm3699	0	0	0	0	0	0
ENSMUSG00000094957	Ighd5-5	0	0	0	0	0	0
ENSMUSG00000094958	3110021N24Rik	0.0539721	0.0527042	0.0601192	0.161038	0.29007	2.69064e-253
ENSMUSG00000094959	Gm24112	0	0	0	0	0	0
ENSMUSG00000094960	Gm22417	0	0	0	0	0	0
ENSMUSG00000094961	Gm21841	0	0	0	0	0	0
ENSMUSG00000094962	Gm21954	0	0	0	0	0	0
ENSMUSG00000094963	Gm22418	0	0	0	0	0	0
ENSMUSG00000094964	Gm15101	0	0	0	0	0	0
ENSMUSG00000094965	Gm22416	0	0	0	0	0	0
ENSMUSG00000094966	Trav9-2	0	0	0	0	0	0
ENSMUSG00000094967	Gm3994	0	0	0	0	0	0.00565794
ENSMUSG00000094968	Gm22419	0	0	0	0	0	0
ENSMUSG00000094969	Gm22420	0	0	0	0	0	0
ENSMUSG00000094970	Olfr943	0	0	0	0	0	0
ENSMUSG00000094971	Gm25255	0	0	0	0	0	0
ENSMUSG00000094972	Gm25254	0	0	0	0	0	0
ENSMUSG00000094973	Gm8994	2.6305	3.005	2.66103	2.41319	2.77828	8.28965
ENSMUSG00000094974	Rps19-ps2	33.6297	44.1875	39.5536	58.907	46.3504	89.7916
ENSMUSG00000094975	Gm14595	0	0	0	0	0	0
ENSMUSG00000094976	Gm25257	0	0	0	0	0	0
ENSMUSG00000094977	Gm25256	48.7816	35.5657	63.7523	107.829	164.451	113.865
ENSMUSG00000094978	Scgb1b11	0	0	0	0	0	0
ENSMUSG00000094979	Gm25253	0	0	0	0	0	0
ENSMUSG00000094980	Gm23727	0	0	0	0	0	0
ENSMUSG00000094981	Gm8653	0	0	0	0	0	0
ENSMUSG00000094982	Gm23725	0	0	0	0	0	0
ENSMUSG00000094983	Gm23726	0	0	0	0	0	0
ENSMUSG00000094984	Gm10595	2.0585e-05	1.06648	0.113223	8.09322e-06	0.226841	0
ENSMUSG00000094985	Topaz1	0	0	0	0	0	0
ENSMUSG00000094986	Olfr1454	0	0	0	0	0	0
ENSMUSG00000094987	Gm23724	0	0	0	0	0	0
ENSMUSG00000094988	Gm23728	0	0	0	0	0	0
ENSMUSG00000094989	Rpl9-ps4	253.596	298.346	205.228	251.75	240.427	640.03
ENSMUSG00000094991	Gm21718	0	0	0	0	0	0
ENSMUSG00000094992	Fbxw25	0	0.119924	0	0	0	0
ENSMUSG00000094993	Igkv4-73	0	0	0	0	0	0
ENSMUSG00000094994	Gm22046	0	0	0	0	0	0
ENSMUSG00000094995	Gm17365	0	0	0	0	0	0
ENSMUSG00000094996	Gm22048	0	0	0	0	0	0
ENSMUSG00000094997	Gm22047	0	0	0	0	0	0
ENSMUSG00000094998	Gm22050	0	0	0	0	0	0
ENSMUSG00000094999	Gm17412	0	0	0	0	0	0
ENSMUSG00000095000	Gm25171	0	0	0	0	0	0
ENSMUSG00000095001	Gm21806	0	0	0	0	0	0
ENSMUSG00000095002	Olfr798	0	0	0	0	0	0
ENSMUSG00000095003	Gm25173	9.75632	101.616	0	0	76.3521	13.8485
ENSMUSG00000095004	Mir466b-1	0	0	0	0	0	0
ENSMUSG00000095005	Astx6	0	0	0	0	0	0
ENSMUSG00000095006	Mir465c-2	0	0	0	0	0	0
ENSMUSG00000095007	Igkv12-41	0	0	0	0	0	0
ENSMUSG00000095008	Astx1c	0	0	0	0	0	0
ENSMUSG00000095009	Gm25175	0	0	0	0	0	0
ENSMUSG00000095010	Gm23490	0	0	0	0	0	0
ENSMUSG00000095011	Gm20838	0	0	0	0	0	0
ENSMUSG00000095012	Gm23488	0	0	0	0	0	0
ENSMUSG00000095013	Gm21920	0	0	0	0	0	0
ENSMUSG00000095014	Gm20804	0	0	0	0	0	0
ENSMUSG00000095015	Gm16434	0	0.00449044	0	0	0	0.0279439
ENSMUSG00000095016	Gm26285	0	0	0	0	0	0
ENSMUSG00000095017	Rps12-ps15	9.80636	13.7047	11.5921	13.0772	12.5933	33.4966
ENSMUSG00000095019	AC234645.1	0	0	0	0	0	0
ENSMUSG00000095020	Gm24020	0	0	0	0	0	0
ENSMUSG00000095021	Gm24021	0	0	0	0	0	0
ENSMUSG00000095022	Gm20765	0	0	0	0.0155257	0	0.101075
ENSMUSG00000095023	Gm24019	43.9034	64.3569	68.2001	116.815	185.007	110.788
ENSMUSG00000095024	Gm5458	0.0136976	0.0279451	0.0142647	0.00350006	0.0256184	0.0472115
ENSMUSG00000095025	Gm24018	24.3908	35.5657	17.7913	26.9573	94.7875	110.788
ENSMUSG00000095026	Gm3336	0	0	0	0	0	2.57308
ENSMUSG00000095027	Gm24017	0	0	0	0	0	0
ENSMUSG00000095028	Sirpb1b	6.41511	1.56038	2.13927	0.474939	0.710621	0
ENSMUSG00000095029	Gm21370	0.290271	0.205249	0.201138	0	0	0
ENSMUSG00000095030	Olfr1513	0	0	0	0	0	0
ENSMUSG00000095031	Gm22348	0	0	0	0	0	0
ENSMUSG00000095032	Gm21310	0	0	0	0	0	0
ENSMUSG00000095033	Gm22349	0	0	0	0	0	0
ENSMUSG00000095034	Gm17577	0	0	0	0	0	0
ENSMUSG00000095035	Gm22346	0	0	0	0	0	0
ENSMUSG00000095036	Mir669a-10	0	0	0	0	0	0
ENSMUSG00000095037	Gm22347	0	0	0	0	0	0
ENSMUSG00000095038	Gm21573	0	0	0	0	0	0
ENSMUSG00000095040	1700001J03Rik	0	0	0	0	0	0.127833
ENSMUSG00000095041	AC149090.1	0	0	0	0	0	0
ENSMUSG00000095042	Gm12537	261.612	246.459	341.971	63.2829	50.8557	481.893
ENSMUSG00000095043	Gm21755	0	0	0	0	0	0
ENSMUSG00000095044	Gm6401	0	0	0	0	0	0
ENSMUSG00000095045	Gm22851	0	0	0	0	0	0
ENSMUSG00000095047	Gm22852	0	0	0	0	0	0
ENSMUSG00000095048	Gm11239	0.0138151	0	0	0	0	0
ENSMUSG00000095049	Gm21756	0	0	0	0	0	0
ENSMUSG00000095050	Gm20851	0	0	0	0	0	0
ENSMUSG00000095051	Gm25673	0	0	0	0	0	0
ENSMUSG00000095052	Gm25672	0	0	0	0	0	0
ENSMUSG00000095053	Gm25671	0	0	0	0	0	0
ENSMUSG00000095054	Gm13146	0.154513	0.176913	0.302223	0	0.405123	0.785614
ENSMUSG00000095055	Gm20881	0	0	0	0	0	0
ENSMUSG00000095056	Gm3159	0.0240132	0.0131012	0.0288366	0	0.00720055	0.0470618
ENSMUSG00000095057	Zfp353-ps	0	0	0	0	0	0
ENSMUSG00000095058	Gm21271	0	0	0	0	0	0
ENSMUSG00000095059	Gm25670	0	0	0	0	0	0
ENSMUSG00000095060	Gm26188	0	0	0	0	0	0
ENSMUSG00000095061	E030018B13Rik	0	0	0	0	0	0.0909696
ENSMUSG00000095063	Slx	0	0	0	0	0	0
ENSMUSG00000095064	Vmn1r135	0	0	0	0	0	0
ENSMUSG00000095065	Gm5947	0	0	0	0	0	0
ENSMUSG00000095066	Defa20	0	0	0	0	0	0
ENSMUSG00000095067	Gm20801	0	0	0	0	0	0
ENSMUSG00000095068	Gm26189	0	0	0	0	0	0
ENSMUSG00000095069	Gm26190	0	0	0	0	0	0
ENSMUSG00000095070	Gm24508	0	0	0	0	0	0
ENSMUSG00000095071	AF067061	0	0	0	0	0	0
ENSMUSG00000095072	Gm24509	0	0	0	0	0	0
ENSMUSG00000095074	Gm3139	0	0	0	0	0	0
ENSMUSG00000095075	Olfr782	0	0	0	0	0	0
ENSMUSG00000095076	AC125178.1	0	0	0	0	0	0
ENSMUSG00000095078	Gm5866	1.45231	2.65718	2.6117	2.32641	1.88759	2.55094
ENSMUSG00000095079	Igha	0	0	0	0	0	0
ENSMUSG00000095081	Gm8693	0	0	0	0	0	0
ENSMUSG00000095082	Gm15091	0	0	0	0	0	0.0666255
ENSMUSG00000095083	Gm21813	0	0	0	0	0	0
ENSMUSG00000095084	Gm21873	0	0	0	0	0	0
ENSMUSG00000095085	Gm25326	0	0	0	0	0	0
ENSMUSG00000095086	Gm25327	0	0	0	0	0	0
ENSMUSG00000095087	Gm25328	0	0	0	0	0	0
ENSMUSG00000095088	Trav11d	0	0	0	0	0	0
ENSMUSG00000095089	Gm7408	0	0	0	0	0	0
ENSMUSG00000095090	Gm21658	0	0	0	0	0	0
ENSMUSG00000095091	Gm23660	0	0	0	0	0	0
ENSMUSG00000095092	AC125149.4	0	0	0	0	0	0
ENSMUSG00000095093	Vmn2r111	0	0	0	0	0	0
ENSMUSG00000095094	Gm23659	0	0	0	0	0	0
ENSMUSG00000095095	Olfr385	0	0	0	0	0	0
ENSMUSG00000095096	Vmn2r-ps17	0.400772	0.213354	0	0	0	0.475519
ENSMUSG00000095097	Gm23658	0	0	0	0	0	5.41764
ENSMUSG00000095098	Ccdc85b	45.8731	47.8882	32.169	24.1461	33.2223	24.8093
ENSMUSG00000095099	Gm21803	0	0	0	0	0	0
ENSMUSG00000095100	Gm22128	0	0	0	0	0	0
ENSMUSG00000095101	Gm13285	0.33367	0.522983	0.364036	0.463701	0.78181	0.0165202
ENSMUSG00000095102	n-R5s167	0	0	0	0	0	0
ENSMUSG00000095103	Gm21171	0	0	0	0	0	0
ENSMUSG00000095104	Gm9041	0	0	0	0	0	0
ENSMUSG00000095105	Edaradd	0.0371881	0.0392874	0.0485566	0.0272843	0.0569369	0
ENSMUSG00000095107	Vmn2r-ps10	0	0	0	0	0	0
ENSMUSG00000095108	Gm17467	0	0	0	0	0	0
ENSMUSG00000095109	Gm21717	0	0	0	0	0	0
ENSMUSG00000095110	1700003E24Rik	0	0	0	0	0	0
ENSMUSG00000095111	Gm23713	0	0	0	0	0	0
ENSMUSG00000095112	Gm23712	0	0	0	0	0	0
ENSMUSG00000095113	Gm3633	0	0	0	0	0	0
ENSMUSG00000095114	Gm21242	0	0.0042666	0	0	0	0
ENSMUSG00000095115	Itpripl2	20.2126	22.5427	16.5973	15.5013	12.561	0.11211
ENSMUSG00000095116	Gm23714	0	0	0	0	0	0
ENSMUSG00000095117	Ighv8-9	0	0	0	0	0	0
ENSMUSG00000095118	Snord14d	0	0	0	0	0	0
ENSMUSG00000095119	Gm23711	0	0	0	0	0	0
ENSMUSG00000095120	Ighv8-5	0	0	0	0	0	0
ENSMUSG00000095121	Gm23216	0	0	0	0	0	0
ENSMUSG00000095122	Gm23215	0	0	0	0	0	0
ENSMUSG00000095123	Gm21781	1.1399	1.17096	1.07475	0.654373	1.06657	1.40841
ENSMUSG00000095124	Gm3348	10.5953	9.15641	10.5153	11.9923	8.94011	3.8473
ENSMUSG00000095125	Vmn1r198	0	0	0	0	0	0
ENSMUSG00000095126	Trav6-7-dv9	0	0	0.273246	0	0	0
ENSMUSG00000095127	Ighv1-82	0	0	0	0	0	0
ENSMUSG00000095128	Gm5709	0	0	0	0.106563	0	0.14763
ENSMUSG00000095129	Gm23217	39.0253	71.1314	88.9566	53.9146	177.013	115.404
ENSMUSG00000095130	Ighv1-39	0	0	0	0	0	0
ENSMUSG00000095132	Rnu6	97.5632	172.748	75.6132	60.654	113.06	113.865
ENSMUSG00000095133	Gm24897	0	0	0	0	0	0
ENSMUSG00000095134	Gm21857	10.315	14.4259	9.38955	8.30452	8.15237	16.0161
ENSMUSG00000095135	Gm21858	0	0.0639694	0	0	0	0
ENSMUSG00000095136	Gm12616	0	0	0	0.0631068	0	0.196502
ENSMUSG00000095137	Rps12-ps17	9.76913	13.7215	11.5615	13.0772	12.5448	33.474
ENSMUSG00000095138	Olfr781	0	0	0	0	0	0
ENSMUSG00000095139	Pou3f2	0	0	0	0	0	0.0122991
ENSMUSG00000095140	Gm24388	0	0	0	0	0	0
ENSMUSG00000095141	1700040F15Rik	0	0	0	0	0	0
ENSMUSG00000095142	Gm24389	0	0	0	0	0	0
ENSMUSG00000095143	Hsd3b4	0	0	0	0	0	0
ENSMUSG00000095144	Gm17067	0	0	0	0	0	0
ENSMUSG00000095146	Gm24387	0	0	0	0	0	0
ENSMUSG00000095147	Mir3070a	0	0	0	0	0	0
ENSMUSG00000095148	Gm20873	0	0	0	0	0	0
ENSMUSG00000095149	Gm24390	0	0	0	0	0	0
ENSMUSG00000095150	Rps19-ps13	0	0	0	0	0	0
ENSMUSG00000095151	Gm24028	0	0	0	0	0	0
ENSMUSG00000095152	Gm3657	0	0	0	0	0	0
ENSMUSG00000095153	Gm21095	0	0	0	0	0	0
ENSMUSG00000095154	Gm26031	0	0	0	0	0	0
ENSMUSG00000095155	Gm26032	0	0	0	0	0	0
ENSMUSG00000095156	Olfr1281	0	0	0	0	0	0
ENSMUSG00000095158	Gm21476	0	0.0276542	0	0	0	0
ENSMUSG00000095159	Tubb4b-ps1	7.92064	10.7957	22.0191	10.9644	9.0068	45.473
ENSMUSG00000095160	Gm25548	0	0	0	0	0	0
ENSMUSG00000095161	Gm4305	0	0	0	0	0	0
ENSMUSG00000095162	Wdr49	0	0	0	0	0	0
ENSMUSG00000095163	Gm4179	0	0	0	0	0	0
ENSMUSG00000095164	Mir669a-12	0	0	0	0	0	0
ENSMUSG00000095165	Gm25547	48.7816	55.8889	95.7995	53.9146	158.577	83.0907
ENSMUSG00000095167	Gm21881	0	0.00881729	0	0	0	0
ENSMUSG00000095168	Gm4795	0.810783	0.68168	1.1285	0.338028	0.389059	1.92126
ENSMUSG00000095169	Gm25546	0	0	0	0	0	0
ENSMUSG00000095170	Ighv8-11	0	0	0	0	0	0
ENSMUSG00000095171	Taar7b	0	0	0	0	0	0
ENSMUSG00000095172	Gm20822	0	0	0	0	0	0
ENSMUSG00000095173	Gm21766	0	0	0	0	0	0
ENSMUSG00000095174	Gm20069	0	0	0	0	0	0
